"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value"
"isoComp_00000511","geneComp_00000108","ENSMUST00000153285.9","ENSMUSG00000000738.19","hippocampus","other","Spg7","protein-coding",NA,18.2860478148135,9.88311580940075,21.0870251499511,1.11325813711058,1.83285104501006,1.09254271121405,NA,2.18317725777066,4.71720227124761,1.33850225327835,0.969231586309494,0.481944502537692,-1.80962866494183,NA,0.17671,0.51437,0.0641566666666667,-0.450213333333333,0.0299779581055368,0.0299779581055368
"isoComp_00001342","geneComp_00000276","ENSMUST00000001806.10","ENSMUSG00000001755.13","hippocampus","other","Coasy","protein-coding",NA,9.78905314308039,11.5809218441156,9.19176357606866,1.01357080446004,0.713709191803571,-0.333013016304136,NA,0.821314605893712,2.99217773612992,0.0976935624816426,0.48280834155006,0.0554309231061989,-4.8010054718384,NA,0.0960525,0.24949,0.0449066666666667,-0.204583333333333,0.0194290846177379,0.0194290846177379
"isoComp_00001343","geneComp_00000276","ENSMUST00000107308.4","ENSMUSG00000001755.13","hippocampus","other","Coasy","protein-coding",NA,9.78905314308039,11.5809218441156,9.19176357606866,1.01357080446004,0.713709191803571,-0.333013016304136,NA,8.96773853714864,8.58874410783351,9.09407001358701,0.800022152427273,0.719371390812468,0.0823856905917474,NA,0.9039475,0.75051,0.955093333333333,0.204583333333333,0.0215754428309052,0.0194290846177379
"isoComp_00004544","geneComp_00000855","ENSMUST00000163476.10","ENSMUSG00000005899.15","hippocampus","other","Smpd4","protein-coding",NA,9.07131717728847,5.59025692223824,10.2316705956385,0.516751349999213,0.835440292324872,0.870886143203636,NA,2.4533397033707,2.61867056502323,2.39822941615319,0.676841379713445,0.506531034791524,-0.126360514566133,NA,0.2702025,0.44139,0.21314,-0.22825,0.00233995963242104,0.00233995963242104
"isoComp_00005625","geneComp_00001079","ENSMUST00000152884.8","ENSMUSG00000008167.15","hippocampus","other","Fbxw9","protein-coding",NA,4.5924298789333,2.51895687856207,5.28358754572371,0.330572691421827,0.58961301096703,1.06570335272135,NA,0.697979355236205,1.71433580598887,0.359193871651984,0.333269869481368,0.140682790030318,-2.22359024899807,NA,0.2107825,0.63872,0.0681366666666667,-0.570583333333333,0.0411374284886339,0.0411374284886339
"isoComp_00007284","geneComp_00001405","ENSMUST00000155260.2","ENSMUSG00000014633.16","hippocampus","other","Cmc2","protein-coding",NA,34.3404248884221,14.7001254243315,40.8871913764523,0.612039621801033,4.09712914617495,1.47519222153985,NA,0.904536030621603,2.04217680068918,0.525322440599078,0.688370568717324,0.140349032506254,-1.9386749919623,NA,0.0454275,0.13949,0.0140733333333333,-0.125416666666667,0.0027430128638502,0.0027430128638502
"isoComp_00009638","geneComp_00001911","ENSMUST00000112030.9","ENSMUSG00000019230.15","hippocampus","other","Lhx9","protein-coding",NA,1.7762768402798,6.20267326083985,0.30081136675979,0.455842420531034,0.0918898970493548,-4.32110301055293,NA,1.23078716496305e-08,4.08297715637218e-08,2.80057167826679e-09,5.69037819951441e-09,6.39996110656104e-10,-5.48644183955816e-06,NA,0.171428571428571,0,0.24,0.24,0.0386130554792507,0.0386130554792507
"isoComp_00009796","geneComp_00001948","ENSMUST00000210615.2","ENSMUSG00000019539.12","hippocampus","other","Rcn3","protein-coding",NA,6.30370028900292,11.6650342219112,4.51658897803348,0.869995241631593,0.655915243182529,-1.36693056028941,NA,2.1939212834215,8.07146801547592,0.23473903940336,1.01424830737954,0.1126866268094,-5.04530122980379,NA,0.210965,0.66115,0.0609033333333333,-0.600246666666667,0.00120947407492017,0.00120947407492017
"isoComp_00011140","geneComp_00002229","ENSMUST00000020496.14","ENSMUSG00000020262.16","hippocampus","other","Adarb1","protein-coding",NA,37.7019660557913,26.1302350541458,41.5592097230065,3.50473591663774,3.31999540429882,0.669243207013735,NA,6.80179023704105,13.8422476612527,4.45497109563717,0.842823015121188,0.613650680166789,-1.63339734541921,NA,0.2300125,0.59845,0.1072,-0.49125,0.00193516587702318,0.00193516587702318
"isoComp_00011333","geneComp_00002268","ENSMUST00000161765.8","ENSMUSG00000020329.13","hippocampus","other","Polrmt","protein-coding",NA,27.7136127462054,18.1719202369989,30.8941769159409,1.42207957229111,2.80644550136107,0.765297267521359,NA,1.44238106291102,4.74675096367452,0.340924429323182,0.920206399535838,0.183041582041777,-3.76074420759228,NA,0.0724575,0.25187,0.0126533333333333,-0.239216666666667,0.00585027233103436,0.00585027233103436
"isoComp_00016594","geneComp_00003340","ENSMUST00000227759.2","ENSMUSG00000022324.16","hippocampus","other","Matn2","protein-coding",NA,12.608670831884,21.2819494613218,9.71757795540479,1.45656514580922,1.96465800488315,-1.13015550508512,NA,2.12044092144667,7.2700152868529,0.403916132977927,0.875538249120835,0.162930072069059,-4.13653109395753,NA,0.1229825,0.33796,0.0513233333333333,-0.286636666666667,0.0486853623842136,0.0486853623842136
"isoComp_00016822","geneComp_00003384","ENSMUST00000172107.8","ENSMUSG00000022403.16","hippocampus","other","St13","protein-coding",NA,73.0978279781516,89.8901643705568,67.5003825140166,1.6345253025768,2.5520513062002,-0.413214360250206,NA,56.9115770875013,62.2705978459341,55.1252368346904,2.04429152371901,2.51797003228689,-0.175808155784107,NA,0.7820375,0.6933,0.811616666666667,0.118316666666667,0.0453108375293241,0.0437128178432467
"isoComp_00016823","geneComp_00003384","ENSMUST00000229847.2","ENSMUSG00000022403.16","hippocampus","other","St13","protein-coding",NA,73.0978279781516,89.8901643705568,67.5003825140166,1.6345253025768,2.5520513062002,-0.413214360250206,NA,14.98480587023,26.5345526818476,11.1348902663574,2.00135252436771,0.789145711322757,-1.25203341819254,NA,0.2006175,0.29469,0.16926,-0.12543,0.0437128178432467,0.0437128178432467
"isoComp_00017822","geneComp_00003563","ENSMUST00000060077.7","ENSMUSG00000022742.7","hippocampus","other","Cpox","protein-coding",NA,17.7822296631556,23.0075708589664,16.040449264552,1.65609418713026,1.53996987938548,-0.520121907761417,NA,16.0832698423252,18.1960415622812,15.3790126023399,1.10873085914425,1.5093011475753,-0.242516611600201,NA,0.9160825,0.79695,0.955793333333333,0.158843333333333,0.00435290569328605,0.00394955330179818
"isoComp_00017825","geneComp_00003563","ENSMUST00000232176.2","ENSMUSG00000022742.7","hippocampus","other","Cpox","protein-coding",NA,17.7822296631556,23.0075708589664,16.040449264552,1.65609418713026,1.53996987938548,-0.520121907761417,NA,1.5328575284985,4.63790032484515,0.497843263049618,0.600165208031726,0.117531479879517,-3.19412392200081,NA,0.075275,0.19817,0.03431,-0.16386,0.00394955330179818,0.00394955330179818
"isoComp_00019370","geneComp_00003842","ENSMUST00000233344.2","ENSMUSG00000023886.11","hippocampus","other","Smoc2","protein-coding",NA,2.98703931180432,6.41659747012101,1.8438532590321,0.771467271788534,0.439257641231228,-1.79352805944338,NA,0.788646822375187,0.503013039297387,0.88385808340112,0.132370793450794,0.249913629245317,0.801050299509644,NA,0.415255,0.10256,0.519486666666667,0.416926666666667,0.0104466527558547,0.0104466527558547
"isoComp_00021094","geneComp_00004157","ENSMUST00000046972.14","ENSMUSG00000024491.17","hippocampus","other","Rbm27","protein-coding",NA,14.7531911714024,12.5303975390722,15.4941223821791,1.81199982448252,0.725237278058956,0.30606878058797,NA,5.9607150566219,10.6580289567835,4.39494375656802,1.93243406131486,0.392841640547781,-1.2760981423066,NA,0.405985,0.77808,0.281953333333333,-0.496126666666667,0.0013373587480487,0.0013373587480487
"isoComp_00024060","geneComp_00004728","ENSMUST00000198639.2","ENSMUSG00000025647.17","hippocampus","other","Shisa5","protein-coding",NA,25.2930864198674,24.3845345667341,25.5959370375785,1.58871417521246,2.30427045118866,0.0699203970594224,NA,1.93563641975591,5.93312447036025,0.603140402887802,1.84762270994865,0.223699806370052,-3.2769322171943,NA,0.0862125,0.22595,0.0396333333333333,-0.186316666666667,0.0312504481557627,0.0312504481557627
"isoComp_00026728","geneComp_00005248","ENSMUST00000134794.8","ENSMUSG00000026730.13","hippocampus","other","Pter","protein-coding",NA,21.5537468007972,69.2316488226902,5.66111279349955,26.1479141169139,2.21319180683782,-3.6099363237633,NA,21.4674538139421,69.2316466621579,5.54605619787016,26.1479141173336,2.17782356179995,-3.63950693745597,NA,0.664575675675676,1,0.540344444444444,-0.459655555555556,0.0266383532229447,0.0266383532229447
"isoComp_00026834","geneComp_00005266","ENSMUST00000028106.11","ENSMUSG00000026768.11","hippocampus","other","Itga8","protein-coding",NA,2.81193797090403,8.51284155751431,0.911636775367265,0.92380960045975,0.200493219281535,-3.2090643225147,NA,2.65574007352304,8.47897312548777,0.714662389534792,0.924911499864176,0.181866945807405,-3.55020912319237,NA,0.677915384615385,0.99566,0.568348275862069,-0.427311724137931,0.0434963200989814,0.0028665365505735
"isoComp_00026835","geneComp_00005266","ENSMUST00000141477.8","ENSMUSG00000026768.11","hippocampus","other","Itga8","protein-coding",NA,2.81193797090403,8.51284155751431,0.911636775367265,0.92380960045975,0.200493219281535,-3.2090643225147,NA,0.034729180368787,0.0338662247605327,0.0350168322382051,0.00589432900551164,0.00495037399055326,0.0373539905677844,NA,0.219469230769231,0.00434,0.293651724137931,0.289311724137931,0.0028665365505735,0.0028665365505735
"isoComp_00026837","geneComp_00005266","ENSMUST00000172791.8","ENSMUSG00000026768.11","hippocampus","other","Itga8","protein-coding",NA,2.81193797090403,8.51284155751431,0.911636775367265,0.92380960045975,0.200493219281535,-3.2090643225147,NA,0.110371373587332,2.09291208119744e-06,0.147161133812416,7.30182902435518e-07,0.0720919962662319,3.97387066411807,NA,0.0918384615384615,0,0.123506896551724,0.123506896551724,0.0437128178432467,0.0028665365505735
"isoComp_00029431","geneComp_00005770","ENSMUST00000200341.2","ENSMUSG00000027748.12","hippocampus","other","Trpc4","protein-coding",NA,6.59220566005468,17.9778977959992,2.79697494807318,1.87338010617042,0.465896026977361,-2.67993849887492,NA,0.0446777070550129,0.04351397392158,0.0450656180994905,0.00758553418737559,0.00639754380718097,0.0412361424382441,NA,0.1115475,0.00235,0.147946666666667,0.145596666666667,0.00469556867201562,0.00469556867201562
"isoComp_00029970","geneComp_00005890","ENSMUST00000182181.8","ENSMUSG00000028004.13","hippocampus","other","Npy2r","protein-coding",NA,3.91729613952094,11.3021050376309,1.4556931734843,1.57957635896844,0.467003054635711,-2.94821239327136,NA,0.0729028341075303,0.153514184975049,0.0460323838183574,0.101065074497476,0.00610078747920884,-1.54508301959925,NA,0.0916525,0.00977,0.118946666666667,0.109176666666667,0.0333340923406174,0.0333340923406174
"isoComp_00031254","geneComp_00006156","ENSMUST00000107215.9","ENSMUSG00000028484.17","hippocampus","other","Psip1","protein-coding",NA,92.020070997703,86.9957336012982,93.694850129838,5.49058215932988,5.25536016020452,0.107013246773122,NA,17.9679502081924,37.1102214159148,11.5871931389516,5.2344180532022,1.56494396800422,-1.67842964285903,NA,0.19373,0.41787,0.119016666666667,-0.298853333333333,0.0362020316131558,0.0362020316131558
"isoComp_00031789","geneComp_00006247","ENSMUST00000030407.8","ENSMUSG00000028654.14","hippocampus","other","Mycl","protein-coding",NA,4.72127191756874,12.6095306940971,2.09185232539261,1.22954889488663,0.265692769192354,-2.58592504386593,NA,4.52195898532027,12.2242413873952,1.95453151796195,1.21012331215856,0.242715281987969,-2.63866742755452,NA,0.891638461538461,0.97414,0.863189655172414,-0.110950344827586,0.0274947909222641,0.0274947909222641
"isoComp_00031790","geneComp_00006247","ENSMUST00000106252.9","ENSMUSG00000028654.14","hippocampus","other","Mycl","protein-coding",NA,4.72127191756874,12.6095306940971,2.09185232539261,1.22954889488663,0.265692769192354,-2.58592504386593,NA,0.199312932248471,0.385289306701915,0.137320807430656,0.385274558279277,0.0959371456907625,-1.42394771870445,NA,0.108361538461538,0.02586,0.136810344827586,0.110950344827586,0.0299779581055368,0.0274947909222641
"isoComp_00040540","geneComp_00008002","ENSMUST00000034607.10","ENSMUSG00000032096.17","hippocampus","other","Arcn1","protein-coding",NA,39.2425061054657,46.305584718603,36.8881465677533,1.61116846862887,1.37756685503431,-0.327949377209101,NA,26.2915668118535,23.389115736392,27.259050503674,1.25968605674465,1.09905347755854,0.220810456408415,NA,0.6854625,0.50924,0.744203333333333,0.234963333333333,0.0486853623842136,0.0464017119949187
"isoComp_00040544","geneComp_00008002","ENSMUST00000217194.2","ENSMUSG00000032096.17","hippocampus","other","Arcn1","protein-coding",NA,39.2425061054657,46.305584718603,36.8881465677533,1.61116846862887,1.37756685503431,-0.327949377209101,NA,12.5281775894877,22.9164210405569,9.06542977246458,1.74623765206436,0.822049708363879,-1.33697328913298,NA,0.3033875,0.49076,0.24093,-0.24983,0.0464017119949187,0.0464017119949187
"isoComp_00040835","geneComp_00008059","ENSMUST00000072899.9","ENSMUSG00000032232.15","hippocampus","other","Cgnl1","protein-coding",NA,6.17394091511714,3.13106429069392,7.18823312325822,0.586480955243641,0.995283823300248,1.19638935430344,NA,2.92048538824426,0.849037672642903,3.61096796011139,0.194479605425533,0.523125189083291,2.07558210478977,NA,0.4597175,0.31423,0.508213333333333,0.193983333333333,0.0126525688885879,0.0126525688885879
"isoComp_00040836","geneComp_00008059","ENSMUST00000121322.8","ENSMUSG00000032232.15","hippocampus","other","Cgnl1","protein-coding",NA,6.17394091511714,3.13106429069392,7.18823312325822,0.586480955243641,0.995283823300248,1.19638935430344,NA,3.13350004019347,2.16053786540964,3.45782076512141,0.614266691721888,0.486431387470003,0.675976743683905,NA,0.51542,0.63342,0.476086666666667,-0.157333333333333,0.0400572305999421,0.0126525688885879
"isoComp_00043615","geneComp_00008605","ENSMUST00000036176.16","ENSMUSG00000033697.17","hippocampus","other","Arhgap39","protein-coding",NA,14.6811860746283,18.4106942456333,13.4380166842933,0.897283148793791,1.31500282410904,-0.453934015685685,NA,2.74769203281232,1.14725618288141,3.28117064945596,0.408295663528173,0.444489196920467,1.50789256258108,NA,0.1951075,0.06004,0.24013,0.18009,0.0117420121976552,0.0107335912698382
"isoComp_00043623","geneComp_00008605","ENSMUST00000239003.2","ENSMUSG00000033697.17","hippocampus","other","Arhgap39","protein-coding",NA,14.6811860746283,18.4106942456333,13.4380166842933,0.897283148793791,1.31500282410904,-0.453934015685685,NA,2.76557658574127,1.14815123221151,3.30471837025118,0.409791935620853,0.442460475076745,1.5170626454938,NA,0.19666,0.06006,0.242193333333333,0.182133333333333,0.0107335912698382,0.0107335912698382
"isoComp_00045243","geneComp_00008958","ENSMUST00000136254.8","ENSMUSG00000034771.16","hippocampus","other","Tle2","protein-coding",NA,5.86096943767403,1.37048817146968,7.35779652640881,0.443832265226633,1.36091730462928,2.41605469319033,NA,0.393580428096874,0.461328257274203,0.370997818371098,0.280942150025696,0.216059749179478,-0.306949440282678,NA,0.140005,0.3922,0.05594,-0.33626,0.0453108375293241,0.0453108375293241
"isoComp_00045287","geneComp_00008968","ENSMUST00000134235.8","ENSMUSG00000034796.15","hippocampus","other","Cpne7","protein-coding",NA,16.6173626349873,50.3380665472503,5.37712799756623,4.73370746109152,1.0141303230078,-3.22434812834175,NA,1.69766585744259,0.0236203514002471,2.25568102612337,0.0236203514002471,0.501506482171312,6.07446615170905,NA,0.37267,0.00036,0.496773333333333,0.496413333333333,7.62777031528787e-06,7.62777031528787e-06
"isoComp_00048087","geneComp_00009564","ENSMUST00000207972.2","ENSMUSG00000036835.8","hippocampus","other","Psenen","protein-coding",NA,40.8121666375993,33.594304924957,43.2181205418134,2.28819086495127,2.78937516633648,0.3633240493271,NA,4.86274190616831,8.02610863731241,3.80828632912027,0.564230278629674,0.469278396554156,-1.07357177456401,NA,0.13002,0.24235,0.0925766666666667,-0.149773333333333,0.0400572305999421,0.0400572305999421
"isoComp_00051453","geneComp_00010278","ENSMUST00000114989.9","ENSMUSG00000038784.14","hippocampus","other","Cnot4","protein-coding",NA,12.2529153413047,13.6674899269812,11.7813904794125,1.28435696096046,1.09270171879529,-0.214069637546507,NA,2.95434197493334,7.30632988997432,1.50367933658635,1.21036380729123,0.300210896271953,-2.27306051516104,NA,0.217925,0.51661,0.118363333333333,-0.398246666666667,0.00635231108286281,0.00635231108286281
"isoComp_00051457","geneComp_00010278","ENSMUST00000202143.4","ENSMUSG00000038784.14","hippocampus","other","Cnot4","protein-coding",NA,12.2529153413047,13.6674899269812,11.7813904794125,1.28435696096046,1.09270171879529,-0.214069637546507,NA,2.62944238258381,0.591896574229515,3.30862431870191,0.193678246719719,0.451988106208556,2.4629978093247,NA,0.2154675,0.04779,0.27136,0.22357,0.0422539452037415,0.00635231108286281
"isoComp_00052236","geneComp_00010446","ENSMUST00000045288.14","ENSMUSG00000039239.15","hippocampus","other","Tgfb2","protein-coding",NA,7.04709973987274,19.6802219046895,2.83605901826716,1.62754238587347,0.377265280998763,-2.79044188598119,NA,6.87206604986403,19.6451361468388,2.61437601753911,1.62380813068229,0.378997678983275,-2.90486000948675,NA,0.836775,0.9983,0.782933333333333,-0.215366666666667,0.000899720748209651,0.000151062308918379
"isoComp_00052239","geneComp_00010446","ENSMUST00000195201.2","ENSMUSG00000039239.15","hippocampus","other","Tgfb2","protein-coding",NA,7.04709973987274,19.6802219046895,2.83605901826716,1.62754238587347,0.377265280998763,-2.79044188598119,NA,0.0918243059021393,0.0350855947505917,0.110737209619322,0.00637533505293396,0.0583790784026372,1.42113190595677,NA,0.1113625,0.0017,0.147916666666667,0.146216666666667,0.0108612133958024,0.000151062308918379
"isoComp_00055384","geneComp_00011112","ENSMUST00000095579.11","ENSMUSG00000041319.15","hippocampus","other","Thoc6","protein-coding",NA,3.93510786009797,2.30708372999697,4.47778257013164,0.47500010942468,0.476136943278842,0.953692601807869,NA,0.228104998518435,0.656461396462122,0.0853195325372056,0.298491636179566,0.0491549552723192,-2.80567753086267,NA,0.07933,0.2281,0.02974,-0.19836,0.0113892034766375,0.0113892034766375
"isoComp_00055502","geneComp_00011132","ENSMUST00000189359.7","ENSMUSG00000041390.19","hippocampus","other","Mdfic","protein-coding",NA,1.47133766716976,0.338302302212276,1.84901612215558,0.167538340217158,0.338565637447854,2.416127367949,NA,0.491122508542996,0.255571317578705,0.56963957219776,0.157739592816414,0.107197352601367,1.12605675142754,NA,0.376053846153846,0.695111111111111,0.280336666666667,-0.414774444444444,0.0115002345948383,0.0115002345948383
