"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value"
"isoComp_00005448","geneComp_00001040","ENSMUST00000166549.2","ENSMUSG00000007656.14","cortex","other","Arpp19","protein-coding",NA,347.052604604223,443.268538124259,314.980626764211,22.4173622060046,7.1480378214495,-0.492904615637375,NA,56.2963224055411,147.399742148816,25.9285158244493,14.7353042537028,1.85487868434077,-2.50666403620512,NA,0.1435975,0.32677,0.08254,-0.24423,3.70830926283447e-07,2.20590106623606e-07
"isoComp_00005450","geneComp_00001040","ENSMUST00000168166.8","ENSMUSG00000007656.14","cortex","other","Arpp19","protein-coding",NA,347.052604604223,443.268538124259,314.980626764211,22.4173622060046,7.1480378214495,-0.492904615637375,NA,238.179999822717,205.281151833128,249.146282485913,12.0339693193325,6.70511892250613,0.279379504295508,NA,0.709515,0.4683,0.78992,0.32162,2.20590106623606e-07,2.20590106623606e-07
"isoComp_00006629","geneComp_00001284","ENSMUST00000133411.2","ENSMUSG00000011831.17","cortex","other","Evi5","protein-coding",NA,14.5056458071063,21.4734203223808,12.1830543020148,2.12074668494821,0.793659824875694,-0.817164140066269,NA,2.10730536242322,6.32556499422765,0.70121881848841,1.34547656745265,0.129731017071318,-3.15510787927482,NA,0.121965,0.27269,0.0717233333333333,-0.200966666666667,0.0262345179806933,0.0262345179806933
"isoComp_00009835","geneComp_00001956","ENSMUST00000019803.9","ENSMUSG00000019659.9","cortex","other","Ccdc12","protein-coding",NA,45.161664895472,47.3087919189689,44.4459558876398,4.18088498833204,1.90541191281337,-0.0900365273023518,NA,32.2537107513837,25.7237455172748,34.4303658294201,3.09491415134598,1.8064295090429,0.420439012313968,NA,0.711305,0.53602,0.769733333333333,0.233713333333333,0.0210864597264614,0.0171584947751167
"isoComp_00009844","geneComp_00001956","ENSMUST00000200550.2","ENSMUSG00000019659.9","cortex","other","Ccdc12","protein-coding",NA,45.161664895472,47.3087919189689,44.4459558876398,4.18088498833204,1.90541191281337,-0.0900365273023518,NA,10.5961784284015,18.8543741804023,7.84344651106795,1.94266592119494,0.614278046073528,-1.2642664104033,NA,0.2372475,0.40222,0.182256666666667,-0.219963333333333,0.0171584947751167,0.0171584947751167
"isoComp_00017822","geneComp_00003563","ENSMUST00000060077.7","ENSMUSG00000022742.7","cortex","other","Cpox","protein-coding",NA,17.121024724195,17.2132127503072,17.0902953821576,2.383755279865,0.927752439117737,-0.0103330367549056,NA,15.6000982184153,17.105846248232,15.0981822084765,2.33924858085071,0.905948470739712,-0.180002536131872,NA,0.9064025,0.99558,0.876676666666667,-0.118903333333333,0.0210864597264614,0.0210864597264614
"isoComp_00017825","geneComp_00003563","ENSMUST00000232176.2","ENSMUSG00000022742.7","cortex","other","Cpox","protein-coding",NA,17.121024724195,17.2132127503072,17.0902953821576,2.383755279865,0.927752439117737,-0.0103330367549056,NA,1.3548250079847,0.107364487394256,1.77064518151485,0.0634368903411477,0.231166108195221,3.92333222460783,NA,0.085265,0.00442,0.112213333333333,0.107793333333333,0.0485914787132902,0.0210864597264614
"isoComp_00020634","geneComp_00004075","ENSMUST00000221880.2","ENSMUSG00000024302.17","cortex","other","Dtna","protein-coding",NA,45.5127276505844,38.1957765205943,47.9517113605811,1.54565714583001,1.87182193807707,0.328092354676307,NA,15.7612402398896,19.1385933218847,14.6354558792245,1.24103775502389,0.816519158755161,-0.386785312292095,NA,0.3560175,0.50406,0.30667,-0.19739,0.0485914787132902,0.0485914787132902
"isoComp_00025093","geneComp_00004924","ENSMUST00000114513.9","ENSMUSG00000026103.15","cortex","other","Gls","protein-coding",NA,86.0451809971943,114.723581123969,76.4857142882695,6.45716405284898,2.13359603048821,-0.584836885004857,NA,75.0319487239967,107.80410600386,64.1078962973757,6.11857666350199,2.05907788204758,-0.749746950707353,NA,0.8629825,0.93957,0.837453333333333,-0.102116666666667,0.01258010803007,0.01258010803007
"isoComp_00033146","geneComp_00006515","ENSMUST00000191837.6","ENSMUSG00000029108.15","cortex","other","Pcdh7","protein-coding",NA,19.4569356154483,47.2072015052942,10.2068469854997,6.37901790415761,1.71033242743279,-2.20836250188378,NA,18.6038712763582,46.6989880086082,9.23883236560825,6.29996240868205,1.59875148577263,-2.33635704144051,NA,0.8593525,0.98975,0.815886666666667,-0.173863333333333,0.0257575165827307,0.0257575165827307
"isoComp_00034735","geneComp_00006812","ENSMUST00000093110.12","ENSMUSG00000029659.17","cortex","other","Medag","protein-coding",NA,4.12066232722623,9.75220026957216,2.24348301311092,1.19724313611251,0.27898245519919,-2.11504977366018,NA,3.9398604596662,9.75219861661769,2.00241440734903,1.19724290510916,0.261996697196857,-2.2782786809866,NA,0.9059175,1,0.874556666666667,-0.125443333333333,0.0311644803294577,0.0311644803294577
"isoComp_00037323","geneComp_00007308","ENSMUST00000206117.2","ENSMUSG00000030766.16","cortex","other","Arhgap17","protein-coding",NA,4.73190062822982,3.22278932298742,5.23493772997728,0.718344326813002,0.467499228571796,0.698146152827426,NA,0.189585830823053,0.63039267165866,0.0426502172111838,0.277910830044627,0.0273545750428968,-3.60444541016173,NA,0.04377,0.15095,0.00804333333333333,-0.142906666666667,0.0296095941798088,0.0296095941798088
"isoComp_00039701","geneComp_00007811","ENSMUST00000034234.15","ENSMUSG00000031782.16","cortex","other","Coq9","protein-coding",NA,23.4463488813104,30.4622123026597,21.1077277408606,1.75364450769324,1.053688537465,-0.529039634803369,NA,20.9625421094603,29.4006856520639,18.1498275952591,1.80348541492005,0.976269436800106,-0.695589912085762,NA,0.884025,0.9636,0.8575,-0.1061,0.0257575165827307,0.0257575165827307
"isoComp_00041552","geneComp_00008208","ENSMUST00000035055.15","ENSMUSG00000032479.16","cortex","other","Map4","protein-coding",NA,132.202481613176,119.199844433617,136.536694006363,5.23097489201971,2.91728213798523,0.195891005284557,NA,57.0130960070213,40.5138494165725,62.5128448705042,1.96636850787804,2.06757891512703,0.625612200077744,NA,0.427705,0.34043,0.456796666666667,0.116366666666667,0.0495843624107254,1.80198843140123e-06
"isoComp_00041557","geneComp_00008208","ENSMUST00000169851.8","ENSMUSG00000032479.16","cortex","other","Map4","protein-coding",NA,132.202481613176,119.199844433617,136.536694006363,5.23097489201971,2.91728213798523,0.195891005284557,NA,60.5978316774135,70.6541669556544,57.2457199179999,4.20159899596107,1.42866964380592,-0.303558997764719,NA,0.4625825,0.59189,0.41948,-0.17241,1.80198843140123e-06,1.80198843140123e-06
"isoComp_00057123","geneComp_00011481","ENSMUST00000111752.10","ENSMUSG00000042589.19","cortex","other","Cux2","protein-coding",NA,15.7699432559466,40.5486587908026,7.51037141099466,3.9202623111437,1.20099855984534,-2.4311341259225,NA,15.5986137722868,40.1611301674465,7.41110830723355,3.80356785477765,1.21011677945052,-2.4364524827879,NA,0.90674,0.99224,0.87824,-0.114,0.0176720970337945,0.00139304383381307
"isoComp_00061702","geneComp_00012850","ENSMUST00000059580.11","ENSMUSG00000049327.18","cortex","other","Kmt5a","protein-coding",NA,16.3912124574185,18.614379505712,15.650156774654,1.23152200553957,1.07337741872151,-0.250093705604697,NA,13.7541913491981,12.0764296815229,14.3134452384232,1.05959828225939,0.932568624879042,0.244990410870752,NA,0.854905,0.65477,0.921616666666667,0.266846666666667,0.0202318762878535,0.0202318762878535
"isoComp_00061704","geneComp_00012850","ENSMUST00000125588.2","ENSMUSG00000049327.18","cortex","other","Kmt5a","protein-coding",NA,16.3912124574185,18.614379505712,15.650156774654,1.23152200553957,1.07337741872151,-0.250093705604697,NA,2.26779076360273,5.59289130430255,1.15942391670279,0.920455138161638,0.222951685902327,-2.26037350236506,NA,0.124355,0.29966,0.06592,-0.23374,0.0224341581155699,0.0202318762878535
"isoComp_00063938","geneComp_00013452","ENSMUST00000120709.8","ENSMUSG00000052726.17","cortex","other","Kcnt2","protein-coding",NA,4.72560015416008,9.6437883966226,3.08620407333925,1.63936855353484,0.362170504383478,-1.64059464057455,NA,4.64283494071172,9.64378771744292,2.97585068180131,1.63936850669647,0.351529249494415,-1.69295308277644,NA,0.901315,1,0.86842,-0.13158,0.0296095941798088,0.0296095941798088
"isoComp_00065800","geneComp_00013856","ENSMUST00000079828.7","ENSMUSG00000055254.16","cortex","other","Ntrk2","protein-coding",NA,103.12569861092,119.182324214326,97.7734900764516,6.73541687191208,3.14004526603342,-0.28562852777788,NA,47.4756230477586,69.3116957123767,40.1969321595526,3.79617326626186,1.82661626831925,-0.785862684551289,NA,0.453815,0.58708,0.409393333333333,-0.177686666666667,0.00443415108202193,0.00443415108202193
"isoComp_00065801","geneComp_00013856","ENSMUST00000109838.10","ENSMUSG00000055254.16","cortex","other","Ntrk2","protein-coding",NA,103.12569861092,119.182324214326,97.7734900764516,6.73541687191208,3.14004526603342,-0.28562852777788,NA,55.1709879776599,49.0456146009701,57.2127791032232,5.38836329722217,1.96917029425483,0.222171298029216,NA,0.5414075,0.4052,0.58681,0.18161,0.012298360158733,0.00443415108202193
